opportunity_id,deal_stage,pipeline_status,engage_date,close_date,close_value,sales_agent,manager,regional_office,product,series,sales_price,account,sector,account_revenue,employees,office_location,won_flag,lost_flag,open_flag,sales_cycle_days,engage_year,engage_quarter,close_year,close_quarter
94GCWI08,Won,Won,2017-02-14,2017-06-12,4650.0,Darcel Schlecht,Melvin Marxen,Central,GTX Pro,GTX,4821,dambase,marketing,2173.98,2928.0,United States,1,0,0,118.0,2017.0,2017Q1,2017.0,2017Q2
GUMQTC3J,Won,Won,2017-02-14,2017-06-16,4829.0,Darcel Schlecht,Melvin Marxen,Central,GTX Pro,GTX,4821,Konmatfix,marketing,375.43,1190.0,United States,1,0,0,122.0,2017.0,2017Q1,2017.0,2017Q2
U64RT0UF,Won,Won,2017-02-14,2017-05-29,987.0,Donn Cantrell,Rocco Neubert,East,GTX Plus Basic,GTX,1096,Betasoloin,medical,251.41,495.0,United States,1,0,0,104.0,2017.0,2017Q1,2017.0,2017Q2
RWGSCFHR,Won,Won,2017-02-14,2017-03-02,4246.0,Donn Cantrell,Rocco Neubert,East,GTX Plus Pro,GTX,5482,Gekko & Co,retail,2520.83,3502.0,United States,1,0,0,16.0,2017.0,2017Q1,2017.0,2017Q1
GEBVQH17,Won,Won,2017-02-14,2017-05-06,5702.0,Donn Cantrell,Rocco Neubert,East,GTX Plus Pro,GTX,5482,Iselectrics,technology,527.11,1428.0,United States,1,0,0,81.0,2017.0,2017Q1,2017.0,2017Q2
3OVJXUSB,Won,Won,2017-02-14,2017-06-14,2981.0,Donn Cantrell,Rocco Neubert,East,MG Advanced,MG,3393,Silis,medical,2818.38,6290.0,United States,1,0,0,120.0,2017.0,2017Q1,2017.0,2017Q2
KQPY8LLI,Lost,Lost,2017-02-14,2017-05-13,0.0,Gladys Colclough,Melvin Marxen,Central,MG Advanced,MG,3393,Hottechi,technology,8170.38,16499.0,Korea,0,1,0,88.0,2017.0,2017Q1,2017.0,2017Q2
DC7COE9W,Won,Won,2017-02-14,2017-05-01,2873.0,Hayden Neloms,Celia Rouche,West,MG Advanced,MG,3393,Konex,technology,7708.38,13756.0,United States,1,0,0,76.0,2017.0,2017Q1,2017.0,2017Q2
3LED0EK3,Lost,Lost,2017-02-14,2017-05-11,0.0,Jonathan Berthelot,Melvin Marxen,Central,MG Advanced,MG,3393,Treequote,telecommunications,5266.09,8595.0,United States,0,1,0,86.0,2017.0,2017Q1,2017.0,2017Q2
SCS5H8V1,Engaging,Open,2017-02-14,,,Markita Hansen,Celia Rouche,West,GTK 500,GTK,26768,Vehement Capital Partners,finance,646.1,883.0,United States,0,0,1,,2017.0,2017Q1,,
81MXE1H7,Engaging,Open,2017-02-14,,,Markita Hansen,Celia Rouche,West,MG Advanced,MG,3393,Bioholding,medical,587.34,1356.0,Philipines,0,0,1,,2017.0,2017Q1,,
G4MKT3AE,Lost,Lost,2017-02-14,2017-05-07,0.0,Rosie Papadopoulos,Cara Losch,East,MG Special,MG,55,The New York Inquirer,medical,439.21,792.0,United States,0,1,0,82.0,2017.0,2017Q1,2017.0,2017Q2
GQ125FX0,Won,Won,2017-02-14,2017-06-03,528.0,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,GTX,550,Gogozoom,telecommunications,86.68,187.0,United States,1,0,0,109.0,2017.0,2017Q1,2017.0,2017Q2
JO52QXJ0,Won,Won,2017-02-14,2017-06-18,1199.0,Versie Hillebrand,Dustin Brinkmann,Central,GTX Plus Basic,GTX,1096,Scottech,marketing,45.39,100.0,United States,1,0,0,124.0,2017.0,2017Q1,2017.0,2017Q2
PQ2VF873,Lost,Lost,2017-02-14,2017-03-01,0.0,Zane Levy,Summer Sewald,West,GTX Pro,GTX,4821,Zoomit,entertainment,324.19,978.0,United States,0,1,0,15.0,2017.0,2017Q1,2017.0,2017Q1
N6H58J55,Lost,Lost,2017-02-15,2017-05-13,0.0,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,GTX,550,Streethex,retail,1376.8,1165.0,Belgium,0,1,0,87.0,2017.0,2017Q1,2017.0,2017Q2
W24IDMVV,Engaging,Open,2017-02-15,,,Corliss Cosme,Cara Losch,East,GTX Plus Pro,GTX,5482,,,,,,0,0,1,,2017.0,2017Q1,,
WR6Q2X53,Lost,Lost,2017-02-15,2017-05-08,0.0,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,GTX,5482,Streethex,retail,1376.8,1165.0,Belgium,0,1,0,82.0,2017.0,2017Q1,2017.0,2017Q2
8O1WNJBA,Lost,Lost,2017-02-15,2017-03-23,0.0,Garret Kinder,Cara Losch,East,GTX Basic,GTX,550,Bluth Company,technology,1242.32,3027.0,United States,0,1,0,36.0,2017.0,2017Q1,2017.0,2017Q1
X1LAD57Y,Lost,Lost,2017-02-15,2017-03-04,0.0,Garret Kinder,Cara Losch,East,GTX Plus Pro,GTX,5482,Ontomedia,employment,882.12,2769.0,United States,0,1,0,17.0,2017.0,2017Q1,2017.0,2017Q1
E2NXQUWO,Won,Won,2017-02-15,2017-03-06,3507.0,Garret Kinder,Cara Losch,East,MG Advanced,MG,3393,Ganjaflex,retail,5158.71,17479.0,Japan,1,0,0,19.0,2017.0,2017Q1,2017.0,2017Q1
MEZLJGRB,Lost,Lost,2017-02-15,2017-05-20,0.0,James Ascencio,Summer Sewald,West,GTX Basic,GTX,550,Fasehatice,retail,4968.91,7523.0,United States,0,1,0,94.0,2017.0,2017Q1,2017.0,2017Q2
M1QKPX6R,Won,Won,2017-02-15,2017-05-21,4542.0,James Ascencio,Summer Sewald,West,GTX Pro,GTX,4821,Green-Plus,services,692.19,1922.0,United States,1,0,0,95.0,2017.0,2017Q1,2017.0,2017Q2
X6LO8WPD,Won,Won,2017-02-15,2017-05-28,505.0,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,GTX,550,Globex Corporation,technology,1223.72,2497.0,Norway,1,0,0,102.0,2017.0,2017Q1,2017.0,2017Q2
JQA8H6M5,Engaging,Open,2017-02-15,,,Kami Bicknell,Summer Sewald,West,GTX Plus Pro,GTX,5482,,,,,,0,0,1,,2017.0,2017Q1,,
92G1TO7L,Engaging,Open,2017-02-15,,,Kary Hendrixson,Summer Sewald,West,GTX Basic,GTX,550,,,,,,0,0,1,,2017.0,2017Q1,,
S8WV5MUC,Lost,Lost,2017-02-15,2017-05-07,0.0,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,GTX,1096,Cheers,entertainment,4269.9,6472.0,United States,0,1,0,81.0,2017.0,2017Q1,2017.0,2017Q2
FW2XJG9S,Engaging,Open,2017-02-15,,,Markita Hansen,Celia Rouche,West,GTX Plus Basic,GTX,1096,,,,,,0,0,1,,2017.0,2017Q1,,
R7JI95HZ,Lost,Lost,2017-02-15,2017-05-31,0.0,Markita Hansen,Celia Rouche,West,GTX Pro,GTX,4821,Sonron,telecommunications,1699.85,5108.0,United States,0,1,0,105.0,2017.0,2017Q1,2017.0,2017Q2
SVCKI631,Engaging,Open,2017-02-15,,,Maureen Marcano,Summer Sewald,West,GTX Basic,GTX,550,,,,,,0,0,1,,2017.0,2017Q1,,
VJ5QGP8Z,Engaging,Open,2017-02-15,,,Maureen Marcano,Summer Sewald,West,MG Advanced,MG,3393,,,,,,0,0,1,,2017.0,2017Q1,,
CVKLHZEO,Won,Won,2017-02-15,2017-05-13,455.0,Moses Frase,Dustin Brinkmann,Central,GTX Basic,GTX,550,Genco Pura Olive Oil Company,retail,894.33,1635.0,Italy,1,0,0,87.0,2017.0,2017Q1,2017.0,2017Q2
8KJZJFJ1,Won,Won,2017-02-15,2017-03-03,537.0,Reed Clapper,Rocco Neubert,East,GTX Basic,GTX,550,Initech,telecommunications,6395.05,20275.0,United States,1,0,0,16.0,2017.0,2017Q1,2017.0,2017Q1
W560QFJL,Won,Won,2017-02-15,2017-03-04,1090.0,Reed Clapper,Rocco Neubert,East,GTX Plus Basic,GTX,1096,Opentech,finance,355.23,853.0,United States,1,0,0,17.0,2017.0,2017Q1,2017.0,2017Q1
TA3PW6ZQ,Lost,Lost,2017-02-15,2017-05-24,0.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,MG,3393,Stanredtax,finance,1698.2,3798.0,United States,0,1,0,98.0,2017.0,2017Q1,2017.0,2017Q2
2DVE0XCM,Won,Won,2017-02-15,2017-03-17,60.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,Genco Pura Olive Oil Company,retail,894.33,1635.0,Italy,1,0,0,30.0,2017.0,2017Q1,2017.0,2017Q1
L3UMWAX7,Lost,Lost,2017-02-15,2017-05-17,0.0,Vicki Laflamme,Celia Rouche,West,GTX Plus Basic,GTX,1096,Faxquote,telecommunications,1825.82,5595.0,United States,0,1,0,91.0,2017.0,2017Q1,2017.0,2017Q2
R2W96FGX,Engaging,Open,2017-02-15,,,Zane Levy,Summer Sewald,West,GTX Basic,GTX,550,,,,,,0,0,1,,2017.0,2017Q1,,
VOTOT8MK,Won,Won,2017-02-16,2017-06-15,6509.0,Cassey Cress,Rocco Neubert,East,GTX Plus Pro,GTX,5482,Plussunin,retail,1419.98,4018.0,United States,1,0,0,119.0,2017.0,2017Q1,2017.0,2017Q2
Y3ULGUD8,Won,Won,2017-02-16,2017-05-18,1079.0,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Basic,GTX,1096,Ron-tech,medical,3922.42,6837.0,United States,1,0,0,91.0,2017.0,2017Q1,2017.0,2017Q2
7350YGG4,Won,Won,2017-02-16,2017-05-29,1111.0,Corliss Cosme,Cara Losch,East,GTX Plus Basic,GTX,1096,Silis,medical,2818.38,6290.0,United States,1,0,0,102.0,2017.0,2017Q1,2017.0,2017Q2
2J16RN99,Lost,Lost,2017-02-16,2017-05-21,0.0,Donn Cantrell,Rocco Neubert,East,GTX Pro,GTX,4821,Mathtouch,marketing,3027.46,9516.0,Jordan,0,1,0,94.0,2017.0,2017Q1,2017.0,2017Q2
BRQRF65L,Won,Won,2017-02-16,2017-03-02,462.0,Donn Cantrell,Rocco Neubert,East,GTX Basic,GTX,550,Donquadtech,technology,1712.68,3194.0,United States,1,0,0,14.0,2017.0,2017Q1,2017.0,2017Q1
LB6XW39X,Won,Won,2017-02-16,2017-03-04,555.0,Donn Cantrell,Rocco Neubert,East,GTX Basic,GTX,550,Xx-zobam,entertainment,3838.39,8274.0,United States,1,0,0,16.0,2017.0,2017Q1,2017.0,2017Q1
WS9CXY7E,Won,Won,2017-02-16,2017-03-01,6719.0,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,GTX,5482,Conecom,technology,1520.66,1806.0,United States,1,0,0,13.0,2017.0,2017Q1,2017.0,2017Q1
CK0MDHHM,Won,Won,2017-02-16,2017-06-02,3281.0,Hayden Neloms,Celia Rouche,West,MG Advanced,MG,3393,Faxquote,telecommunications,1825.82,5595.0,United States,1,0,0,106.0,2017.0,2017Q1,2017.0,2017Q2
KM1D04JS,Engaging,Open,2017-02-16,,,James Ascencio,Summer Sewald,West,GTX Plus Basic,GTX,1096,,,,,,0,0,1,,2017.0,2017Q1,,
RNUH1SI8,Won,Won,2017-02-16,2017-05-07,3398.0,James Ascencio,Summer Sewald,West,MG Advanced,MG,3393,Kan-code,software,11698.03,34288.0,United States,1,0,0,80.0,2017.0,2017Q1,2017.0,2017Q2
BNY8MJ6L,Engaging,Open,2017-02-16,,,Kary Hendrixson,Summer Sewald,West,GTX Basic,GTX,550,Labdrill,medical,2741.37,9226.0,United States,0,0,1,,2017.0,2017Q1,,
INBGKE14,Engaging,Open,2017-02-16,,,Kary Hendrixson,Summer Sewald,West,GTX Pro,GTX,4821,,,,,,0,0,1,,2017.0,2017Q1,,
D54HETSI,Lost,Lost,2017-02-16,2017-05-14,0.0,Kary Hendrixson,Summer Sewald,West,GTX Pro,GTX,4821,Hottechi,technology,8170.38,16499.0,Korea,0,1,0,87.0,2017.0,2017Q1,2017.0,2017Q2
JOQQZ5RH,Won,Won,2017-02-16,2017-03-01,608.0,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,GTX,550,Domzoom,entertainment,217.87,551.0,United States,1,0,0,13.0,2017.0,2017Q1,2017.0,2017Q1
90V75MDV,Lost,Lost,2017-02-16,2017-05-17,0.0,Niesha Huffines,Melvin Marxen,Central,GTX Pro,GTX,4821,Globex Corporation,technology,1223.72,2497.0,Norway,0,1,0,90.0,2017.0,2017Q1,2017.0,2017Q2
LIIBOUUQ,Won,Won,2017-02-16,2017-05-30,1187.0,Reed Clapper,Rocco Neubert,East,GTX Plus Basic,GTX,1096,Donquadtech,technology,1712.68,3194.0,United States,1,0,0,103.0,2017.0,2017Q1,2017.0,2017Q2
5KK2SSSB,Engaging,Open,2017-02-16,,,Rosie Papadopoulos,Cara Losch,East,GTX Basic,GTX,550,,,,,,0,0,1,,2017.0,2017Q1,,
UDYSM42B,Won,Won,2017-02-16,2017-06-22,5855.0,Violet Mclelland,Cara Losch,East,GTX Plus Pro,GTX,5482,Initech,telecommunications,6395.05,20275.0,United States,1,0,0,126.0,2017.0,2017Q1,2017.0,2017Q2
V3HVIJLL,Engaging,Open,2017-02-16,,,Zane Levy,Summer Sewald,West,GTX Basic,GTX,550,,,,,,0,0,1,,2017.0,2017Q1,,
F835LA4P,Won,Won,2017-02-17,2017-05-10,5068.0,Darcel Schlecht,Melvin Marxen,Central,GTX Pro,GTX,4821,Cancity,retail,718.62,2448.0,United States,1,0,0,82.0,2017.0,2017Q1,2017.0,2017Q2
75Q82XU7,Lost,Lost,2017-02-17,2017-06-13,0.0,Donn Cantrell,Rocco Neubert,East,GTX Plus Basic,GTX,1096,Gekko & Co,retail,2520.83,3502.0,United States,0,1,0,116.0,2017.0,2017Q1,2017.0,2017Q2
AMNKCM1H,Engaging,Open,2017-02-17,,,Elease Gluck,Celia Rouche,West,MG Special,MG,55,Betasoloin,medical,251.41,495.0,United States,0,0,1,,2017.0,2017Q1,,
2U6QQHCC,Won,Won,2017-02-17,2017-06-19,4066.0,James Ascencio,Summer Sewald,West,GTX Plus Pro,GTX,5482,J-Texon,retail,1388.67,3583.0,United States,1,0,0,122.0,2017.0,2017Q1,2017.0,2017Q2
MMKMJ0WC,Won,Won,2017-02-17,2017-06-07,4494.0,Jonathan Berthelot,Melvin Marxen,Central,GTX Pro,GTX,4821,Isdom,medical,3178.24,4540.0,United States,1,0,0,110.0,2017.0,2017Q1,2017.0,2017Q2
CZIXINO2,Lost,Lost,2017-02-17,2017-05-04,0.0,Kami Bicknell,Summer Sewald,West,GTX Basic,GTX,550,Finjob,employment,2059.9,3644.0,United States,0,1,0,76.0,2017.0,2017Q1,2017.0,2017Q2
HV7Y6184,Lost,Lost,2017-02-17,2017-05-28,0.0,Kami Bicknell,Summer Sewald,West,GTX Pro,GTX,4821,Nam-zim,services,405.59,1179.0,Brazil,0,1,0,100.0,2017.0,2017Q1,2017.0,2017Q2
KIHC1QJQ,Won,Won,2017-02-17,2017-05-09,540.0,Kami Bicknell,Summer Sewald,West,GTX Basic,GTX,550,Plexzap,retail,2437.85,4874.0,United States,1,0,0,81.0,2017.0,2017Q1,2017.0,2017Q2
VBWQO6BM,Lost,Lost,2017-02-17,2017-05-14,0.0,Niesha Huffines,Melvin Marxen,Central,MG Advanced,MG,3393,Conecom,technology,1520.66,1806.0,United States,0,1,0,86.0,2017.0,2017Q1,2017.0,2017Q2
LTZCN1RA,Won,Won,2017-02-17,2017-05-19,54.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,Domzoom,entertainment,217.87,551.0,United States,1,0,0,91.0,2017.0,2017Q1,2017.0,2017Q2
84LN84VM,Engaging,Open,2017-02-17,,,Vicki Laflamme,Celia Rouche,West,MG Advanced,MG,3393,,,,,,0,0,1,,2017.0,2017Q1,,
YO32O3T9,Lost,Lost,2017-02-17,2017-05-28,0.0,Zane Levy,Summer Sewald,West,GTX Pro,GTX,4821,Lexiqvolax,medical,1618.89,3889.0,United States,0,1,0,100.0,2017.0,2017Q1,2017.0,2017Q2
MU7JWTP6,Engaging,Open,2017-02-18,,,Cassey Cress,Rocco Neubert,East,MG Special,MG,55,,,,,,0,0,1,,2017.0,2017Q1,,
8638OV6W,Lost,Lost,2017-02-18,2017-05-26,0.0,Corliss Cosme,Cara Losch,East,MG Special,MG,55,Zathunicon,retail,71.12,144.0,United States,0,1,0,97.0,2017.0,2017Q1,2017.0,2017Q2
TTJXSO57,Lost,Lost,2017-02-18,2017-05-20,0.0,Darcel Schlecht,Melvin Marxen,Central,GTX Pro,GTX,4821,Hottechi,technology,8170.38,16499.0,Korea,0,1,0,91.0,2017.0,2017Q1,2017.0,2017Q2
K4VP5HK4,Won,Won,2017-02-18,2017-05-08,3602.0,Donn Cantrell,Rocco Neubert,East,MG Advanced,MG,3393,Betasoloin,medical,251.41,495.0,United States,1,0,0,79.0,2017.0,2017Q1,2017.0,2017Q2
10R46CSK,Won,Won,2017-02-18,2017-05-07,2904.0,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,MG,3393,Betatech,medical,647.18,1185.0,Kenya,1,0,0,78.0,2017.0,2017Q1,2017.0,2017Q2
VBA34LWX,Won,Won,2017-02-18,2017-05-31,571.0,Markita Hansen,Celia Rouche,West,GTX Basic,GTX,550,Sonron,telecommunications,1699.85,5108.0,United States,1,0,0,102.0,2017.0,2017Q1,2017.0,2017Q2
DLJN7WG0,Lost,Lost,2017-02-18,2017-05-30,0.0,Marty Freudenburg,Melvin Marxen,Central,MG Special,MG,55,Genco Pura Olive Oil Company,retail,894.33,1635.0,Italy,0,1,0,101.0,2017.0,2017Q1,2017.0,2017Q2
FJCCTOPN,Won,Won,2017-02-18,2017-06-18,492.0,Reed Clapper,Rocco Neubert,East,GTX Basic,GTX,550,Zathunicon,retail,71.12,144.0,United States,1,0,0,120.0,2017.0,2017Q1,2017.0,2017Q2
LR6USOHL,Won,Won,2017-02-18,2017-05-27,4545.0,Reed Clapper,Rocco Neubert,East,GTX Pro,GTX,4821,Zathunicon,retail,71.12,144.0,United States,1,0,0,98.0,2017.0,2017Q1,2017.0,2017Q2
5VAV2TUY,Won,Won,2017-02-18,2017-03-25,5614.0,Versie Hillebrand,Dustin Brinkmann,Central,GTX Plus Pro,GTX,5482,Cancity,retail,718.62,2448.0,United States,1,0,0,35.0,2017.0,2017Q1,2017.0,2017Q1
HTD2ME9C,Won,Won,2017-02-19,2017-06-12,5370.0,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,GTX,5482,Betatech,medical,647.18,1185.0,Kenya,1,0,0,113.0,2017.0,2017Q1,2017.0,2017Q2
GHUCMUPL,Won,Won,2017-02-19,2017-05-02,550.0,Boris Faz,Rocco Neubert,East,GTX Basic,GTX,550,Zencorporation,technology,40.79,142.0,China,1,0,0,72.0,2017.0,2017Q1,2017.0,2017Q2
1LKY3B4X,Won,Won,2017-02-19,2017-03-02,1011.0,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,GTX,1096,Yearin,retail,2261.05,3851.0,United States,1,0,0,11.0,2017.0,2017Q1,2017.0,2017Q1
7Y5E0RDL,Won,Won,2017-02-19,2017-06-18,56.0,Corliss Cosme,Cara Losch,East,MG Special,MG,55,Sumace,retail,167.89,493.0,Romania,1,0,0,119.0,2017.0,2017Q1,2017.0,2017Q2
9HRMW8SL,Engaging,Open,2017-02-19,,,Daniell Hammack,Rocco Neubert,East,MG Special,MG,55,,,,,,0,0,1,,2017.0,2017Q1,,
BEQIZZ7W,Won,Won,2017-02-19,2017-03-04,1217.0,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,GTX,1096,Codehow,software,2714.9,2641.0,United States,1,0,0,13.0,2017.0,2017Q1,2017.0,2017Q1
44F8ZE41,Lost,Lost,2017-02-19,2017-05-19,0.0,Donn Cantrell,Rocco Neubert,East,GTX Basic,GTX,550,Bubba Gump,software,987.39,2253.0,United States,0,1,0,89.0,2017.0,2017Q1,2017.0,2017Q2
YJIH415V,Won,Won,2017-02-19,2017-05-10,3222.0,Donn Cantrell,Rocco Neubert,East,MG Advanced,MG,3393,Kan-code,software,11698.03,34288.0,United States,1,0,0,80.0,2017.0,2017Q1,2017.0,2017Q2
K3DQJ796,Lost,Lost,2017-02-19,2017-05-14,0.0,Garret Kinder,Cara Losch,East,GTX Basic,GTX,550,Bioplex,medical,326.82,1016.0,United States,0,1,0,84.0,2017.0,2017Q1,2017.0,2017Q2
6QF3D2RI,Lost,Lost,2017-02-19,2017-05-05,0.0,Garret Kinder,Cara Losch,East,GTX Basic,GTX,550,Massive Dynamic,entertainment,665.06,1095.0,United States,0,1,0,75.0,2017.0,2017Q1,2017.0,2017Q2
G9565UWZ,Won,Won,2017-02-19,2017-03-01,3348.0,Garret Kinder,Cara Losch,East,MG Advanced,MG,3393,Opentech,finance,355.23,853.0,United States,1,0,0,10.0,2017.0,2017Q1,2017.0,2017Q1
RFKIN7FG,Lost,Lost,2017-02-19,2017-05-25,0.0,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,GTX,550,Conecom,technology,1520.66,1806.0,United States,0,1,0,95.0,2017.0,2017Q1,2017.0,2017Q2
WJQ8VD51,Engaging,Open,2017-02-19,,,Kami Bicknell,Summer Sewald,West,GTX Basic,GTX,550,Faxquote,telecommunications,1825.82,5595.0,United States,0,0,1,,2017.0,2017Q1,,
2BWZLXZ8,Won,Won,2017-02-19,2017-03-05,4216.0,Kami Bicknell,Summer Sewald,West,GTX Pro,GTX,4821,Newex,services,1012.72,3492.0,Germany,1,0,0,14.0,2017.0,2017Q1,2017.0,2017Q1
1WHXI2RW,Engaging,Open,2017-02-19,,,Markita Hansen,Celia Rouche,West,GTX Plus Basic,GTX,1096,,,,,,0,0,1,,2017.0,2017Q1,,
G5JP0G7Q,Engaging,Open,2017-02-19,,,Markita Hansen,Celia Rouche,West,MG Advanced,MG,3393,,,,,,0,0,1,,2017.0,2017Q1,,
2QHRL8CW,Won,Won,2017-02-19,2017-05-28,404.0,Moses Frase,Dustin Brinkmann,Central,GTX Basic,GTX,550,Stanredtax,finance,1698.2,3798.0,United States,1,0,0,98.0,2017.0,2017Q1,2017.0,2017Q2
RFYAI0WA,Lost,Lost,2017-02-19,2017-06-08,0.0,Rosie Papadopoulos,Cara Losch,East,GTX Plus Pro,GTX,5482,Initech,telecommunications,6395.05,20275.0,United States,0,1,0,109.0,2017.0,2017Q1,2017.0,2017Q2
WH0DJCGL,Lost,Lost,2017-02-19,2017-06-14,0.0,Rosie Papadopoulos,Cara Losch,East,MG Special,MG,55,Zathunicon,retail,71.12,144.0,United States,0,1,0,115.0,2017.0,2017Q1,2017.0,2017Q2
LCW83256,Won,Won,2017-02-19,2017-03-04,5260.0,Rosie Papadopoulos,Cara Losch,East,GTX Pro,GTX,4821,Sumace,retail,167.89,493.0,Romania,1,0,0,13.0,2017.0,2017Q1,2017.0,2017Q1
RVH3UUKY,Engaging,Open,2017-02-19,,,Vicki Laflamme,Celia Rouche,West,MG Advanced,MG,3393,,,,,,0,0,1,,2017.0,2017Q1,,
IHFM8QXN,Lost,Lost,2017-02-19,2017-03-07,0.0,Vicki Laflamme,Celia Rouche,West,GTX Plus Basic,GTX,1096,Kan-code,software,11698.03,34288.0,United States,0,1,0,16.0,2017.0,2017Q1,2017.0,2017Q1
QCY951QA,Won,Won,2017-02-19,2017-05-06,51.0,Violet Mclelland,Cara Losch,East,MG Special,MG,55,Donquadtech,technology,1712.68,3194.0,United States,1,0,0,76.0,2017.0,2017Q1,2017.0,2017Q2
CG9VXPV1,Engaging,Open,2017-02-19,,,Zane Levy,Summer Sewald,West,GTX Basic,GTX,550,,,,,,0,0,1,,2017.0,2017Q1,,
09BVA55J,Won,Won,2017-02-19,2017-06-25,598.0,Zane Levy,Summer Sewald,West,GTX Basic,GTX,550,Scotfind,software,6354.87,16780.0,United States,1,0,0,126.0,2017.0,2017Q1,2017.0,2017Q2
2R9HXKXT,Lost,Lost,2017-02-20,2017-05-25,0.0,Boris Faz,Rocco Neubert,East,GTX Plus Basic,GTX,1096,Konex,technology,7708.38,13756.0,United States,0,1,0,94.0,2017.0,2017Q1,2017.0,2017Q2
JLK8KCNN,Won,Won,2017-02-20,2017-05-24,42.0,Boris Faz,Rocco Neubert,East,MG Special,MG,55,Zathunicon,retail,71.12,144.0,United States,1,0,0,93.0,2017.0,2017Q1,2017.0,2017Q2
SZQUBIMH,Won,Won,2017-02-20,2017-06-07,4689.0,Cassey Cress,Rocco Neubert,East,GTX Pro,GTX,4821,Vehement Capital Partners,finance,646.1,883.0,United States,1,0,0,107.0,2017.0,2017Q1,2017.0,2017Q2
8ZYVKQ27,Won,Won,2017-02-20,2017-06-26,5154.0,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,GTX,5482,Statholdings,employment,291.27,586.0,United States,1,0,0,126.0,2017.0,2017Q1,2017.0,2017Q2
25A51PWG,Lost,Lost,2017-02-20,2017-05-16,0.0,Darcel Schlecht,Melvin Marxen,Central,GTX Pro,GTX,4821,Gogozoom,telecommunications,86.68,187.0,United States,0,1,0,85.0,2017.0,2017Q1,2017.0,2017Q2
4B4XCPHT,Won,Won,2017-02-20,2017-05-05,5010.0,Donn Cantrell,Rocco Neubert,East,GTX Pro,GTX,4821,Zencorporation,technology,40.79,142.0,China,1,0,0,74.0,2017.0,2017Q1,2017.0,2017Q2
5JFOA4XC,Won,Won,2017-02-20,2017-06-14,3215.0,Gladys Colclough,Melvin Marxen,Central,MG Advanced,MG,3393,Finhigh,finance,1102.43,1759.0,United States,1,0,0,114.0,2017.0,2017Q1,2017.0,2017Q2
N5FOEJZ9,Lost,Lost,2017-02-20,2017-06-03,0.0,Kami Bicknell,Summer Sewald,West,GTX Basic,GTX,550,Nam-zim,services,405.59,1179.0,Brazil,0,1,0,103.0,2017.0,2017Q1,2017.0,2017Q2
CYWZJ2AI,Engaging,Open,2017-02-20,,,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,GTX,1096,Donquadtech,technology,1712.68,3194.0,United States,0,0,1,,2017.0,2017Q1,,
QTNPGKJ7,Won,Won,2017-02-20,2017-06-26,3169.0,Kary Hendrixson,Summer Sewald,West,GTX Pro,GTX,4821,Hatfan,services,792.46,1299.0,United States,1,0,0,126.0,2017.0,2017Q1,2017.0,2017Q2
EBRWSMI0,Lost,Lost,2017-02-20,2017-06-27,0.0,Markita Hansen,Celia Rouche,West,GTX Plus Basic,GTX,1096,Scotfind,software,6354.87,16780.0,United States,0,1,0,127.0,2017.0,2017Q1,2017.0,2017Q2
4PKHDQOQ,Won,Won,2017-02-20,2017-06-03,5015.0,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Pro,GTX,5482,Funholding,finance,2819.5,7227.0,United States,1,0,0,103.0,2017.0,2017Q1,2017.0,2017Q2
3Y9SB2QK,Won,Won,2017-02-20,2017-03-01,571.0,Maureen Marcano,Summer Sewald,West,GTX Basic,GTX,550,Dalttechnology,software,98.79,96.0,United States,1,0,0,9.0,2017.0,2017Q1,2017.0,2017Q1
5MZ0O77T,Won,Won,2017-02-20,2017-05-16,4839.0,Reed Clapper,Rocco Neubert,East,GTX Pro,GTX,4821,Bubba Gump,software,987.39,2253.0,United States,1,0,0,85.0,2017.0,2017Q1,2017.0,2017Q2
2EILEDKF,Won,Won,2017-02-20,2017-03-05,3315.0,Reed Clapper,Rocco Neubert,East,MG Advanced,MG,3393,Massive Dynamic,entertainment,665.06,1095.0,United States,1,0,0,13.0,2017.0,2017Q1,2017.0,2017Q1
J4NX9TK5,Won,Won,2017-02-20,2017-05-24,60.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,Warephase,services,2041.73,5276.0,United States,1,0,0,93.0,2017.0,2017Q1,2017.0,2017Q2
